Lat,Long
30.402828418,-97.724032272
30.258295406,-97.759324359
30.258295406,-97.759324359
30.258295406,-97.759324359
30.258295406,-97.759324359
30.258295406,-97.759324359
30.258295406,-97.759324359
30.407732931,-97.713913535
30.407732931,-97.713913535
30.407732931,-97.713913535
30.407732931,-97.713913535
30.407732931,-97.713913535
30.235233638,-97.696885664
30.235233638,-97.696885664
30.235233638,-97.696885664
30.235233638,-97.696885664
30.235233638,-97.696885664
30.235233638,-97.696885664
30.288913838,-97.743021876
30.288913838,-97.743021876
30.288913838,-97.743021876
30.288913838,-97.743021876
30.292343029,-97.744261731
30.292343029,-97.744261731
30.292343029,-97.744261731
30.292343029,-97.744261731
30.289644385,-97.744511776
30.289644385,-97.744511776
30.289644385,-97.744511776
30.289644385,-97.744511776
30.283027983,-97.739559269
30.283027983,-97.739559269
30.283027983,-97.739559269
30.283027983,-97.739559269
30.283027983,-97.739559269
30.290143323,-97.744462228
30.290143323,-97.744462228
30.270434695,-97.706004823
30.270434695,-97.706004823
30.270434695,-97.706004823
30.270434695,-97.706004823
30.270434695,-97.706004823
30.270434695,-97.706004823
30.261542536,-97.741429422
30.261542536,-97.741429422
30.269364225,-97.710813295
30.269364225,-97.710813295
30.269364225,-97.710813295
30.269364225,-97.710813295
30.269364225,-97.710813295
30.269364225,-97.710813295
30.269364225,-97.710813295
30.310360545,-97.724297664
30.310360545,-97.724297664
30.310360545,-97.724297664
30.310360545,-97.724297664
30.271086886,-97.692066822
30.271086886,-97.692066822
30.271086886,-97.692066822
30.202654022,-97.665444503
30.202654022,-97.665444503
30.202654022,-97.665444503
30.202654022,-97.665444503
30.202654022,-97.665444503
30.202654022,-97.665444503
30.206624785,-97.740022486
30.206624785,-97.740022486
30.206624785,-97.740022486
30.206624785,-97.740022486
30.206624785,-97.740022486
30.206624785,-97.740022486
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.320883897,-97.709383313
30.320883897,-97.709383313
30.320883897,-97.709383313
30.320883897,-97.709383313
30.320883897,-97.709383313
30.447057604,-97.810723042
30.447057604,-97.810723042
30.447057604,-97.810723042
30.447057604,-97.810723042
30.447057604,-97.810723042
30.238016398,-97.720096077
30.238016398,-97.720096077
30.238016398,-97.720096077
30.238016398,-97.720096077
30.238016398,-97.720096077
30.232125102,-97.7995652
30.30127667,-97.7391456
30.251039487,-97.749131274
30.251039487,-97.749131274
30.30127667,-97.7391456
30.332188934,-97.740101994
30.16808334,-97.824988821
30.332188934,-97.740101994
30.16808334,-97.824988821
30.271766733,-97.754470948
30.30127667,-97.7391456
30.16808334,-97.824988821
30.30127667,-97.7391456
30.392828917,-97.74696268
30.392828917,-97.74696268
30.251039487,-97.749131274
30.16808334,-97.824988821
30.271766733,-97.754470948
30.232125102,-97.7995652
30.231645432,-97.759046659
30.232125102,-97.7995652
30.392828917,-97.74696268
30.231645432,-97.759046659
30.231645432,-97.759046659
30.271766733,-97.754470948
30.232125102,-97.7995652
30.332188934,-97.740101994
30.30127667,-97.7391456
30.392828917,-97.74696268
30.232125102,-97.7995652
30.251039487,-97.749131274
30.332188934,-97.740101994
30.271766733,-97.754470948
30.251039487,-97.749131274
30.392828917,-97.74696268
30.392828917,-97.74696268
30.30127667,-97.7391456
30.16808334,-97.824988821
30.16808334,-97.824988821
30.232125102,-97.7995652
30.271766733,-97.754470948
30.231645432,-97.759046659
30.231645432,-97.759046659
30.231645432,-97.759046659
30.243286935,-97.782743335
30.243286935,-97.782743335
30.243286935,-97.782743335
30.243286935,-97.782743335
30.243286935,-97.782743335
30.243286935,-97.782743335
30.434464943,-97.768922807
30.434464943,-97.768922807
30.2696039,-97.740808343
30.2696039,-97.740808343
30.2696039,-97.740808343
30.2696039,-97.740808343
30.375944531,-97.754364938
30.375944531,-97.754364938
30.375944531,-97.754364938
30.375944531,-97.754364938
30.375944531,-97.754364938
30.454553197,-97.812206028
30.454553197,-97.812206028
30.454553197,-97.812206028
30.454553197,-97.812206028
30.453675541,-97.805226176
30.453675541,-97.805226176
30.453675541,-97.805226176
30.453675541,-97.805226176
30.453675541,-97.805226176
30.453675541,-97.805226176
30.453675541,-97.805226176
30.447112913,-97.805620738
30.447112913,-97.805620738
30.447112913,-97.805620738
30.447112913,-97.805620738
30.447112913,-97.805620738
30.447112913,-97.805620738
30.308885187,-97.750212114
30.308885187,-97.750212114
30.308885187,-97.750212114
30.308885187,-97.750212114
30.308885187,-97.750212114
30.308885187,-97.750212114
30.383034521,-97.722909949
30.383034521,-97.722909949
30.383034521,-97.722909949
30.383034521,-97.722909949
30.383034521,-97.722909949
30.317974386,-97.680515197
30.317974386,-97.680515197
30.317974386,-97.680515197
30.317974386,-97.680515197
30.317974386,-97.680515197
30.279913365,-97.720326533
30.420418732,-97.84559847
30.420418732,-97.84559847
30.420418732,-97.84559847
30.420418732,-97.84559847
30.184538999,-97.792185132
30.184538999,-97.792185132
30.184538999,-97.792185132
30.184538999,-97.792185132
30.184538999,-97.792185132
30.407906398,-98.10579361
30.407906398,-98.10579361
30.407906398,-98.10579361
30.407906398,-98.10579361
30.407906398,-98.10579361
30.181767761,-97.812451464
30.181767761,-97.812451464
30.181767761,-97.812451464
30.181767761,-97.812451464
30.181767761,-97.812451464
30.264794275,-97.728639094
30.264794275,-97.728639094
30.264794275,-97.728639094
30.264794275,-97.728639094
30.264794275,-97.728639094
30.201440669,-97.755342073
30.201440669,-97.755342073
30.201440669,-97.755342073
30.201440669,-97.755342073
30.201440669,-97.755342073
30.271217094,-97.759072009
30.265849765,-97.743611844
30.265849765,-97.743611844
30.265849765,-97.743611844
30.265849765,-97.743611844
30.265849765,-97.743611844
30.235146064,-97.788868865
30.235146064,-97.788868865
30.235146064,-97.788868865
30.235146064,-97.788868865
30.235146064,-97.788868865
30.235146064,-97.788868865
30.433483724,-97.771792048
30.433483724,-97.771792048
30.433483724,-97.771792048
30.433483724,-97.771792048
30.433483724,-97.771792048
30.167792225,-97.613117663
30.167792225,-97.613117663
30.333144176,-97.685875612
30.374765747,-97.690393709
30.374765747,-97.690393709
30.374765747,-97.690393709
30.374765747,-97.690393709
30.304756561,-97.72604646
30.303805928,-97.726399058
30.303805928,-97.726399058
30.304756561,-97.72604646
30.303805928,-97.726399058
30.304756561,-97.72604646
30.303805928,-97.726399058
30.303805928,-97.726399058
30.304756561,-97.72604646
30.304756561,-97.72604646
30.303805928,-97.726399058
30.304756561,-97.72604646
30.304756561,-97.72604646
30.261134628,-97.698375565
30.261134628,-97.698375565
30.261134628,-97.698375565
30.261134628,-97.698375565
30.433483724,-97.771792048
30.433483724,-97.771792048
30.354852742,-97.717129317
30.354852742,-97.717129317
30.354852742,-97.717129317
30.354852742,-97.717129317
30.318786744,-97.739465934
30.318786744,-97.739465934
30.318786744,-97.739465934
30.318786744,-97.739465934
30.188400586,-97.746148696
30.254092724,-97.865406062
30.188400586,-97.746148696
30.188400586,-97.746148696
30.472354016,-97.800228077
30.188400586,-97.746148696
30.472354016,-97.800228077
30.332250683,-97.703837033
30.254092724,-97.865406062
30.332250683,-97.703837033
30.332250683,-97.703837033
30.254092724,-97.865406062
30.232068319,-97.720471721
30.232068319,-97.720471721
30.229790258,-97.801050788
30.229790258,-97.801050788
30.229790258,-97.801050788
30.229790258,-97.801050788
30.229790258,-97.801050788
30.229790258,-97.801050788
30.353371755,-97.652539898
30.353371755,-97.652539898
30.353371755,-97.652539898
30.353371755,-97.652539898
30.266993981,-97.739107575
30.266993981,-97.739107575
30.266993981,-97.739107575
30.266993981,-97.739107575
30.266993981,-97.739107575
30.288083043,-97.74692235
30.288083043,-97.74692235
30.288083043,-97.74692235
30.288083043,-97.74692235
30.252304693,-97.86261951
30.252304693,-97.86261951
30.252304693,-97.86261951
30.252304693,-97.86261951
30.252304693,-97.86261951
30.456087625,-97.752661668
30.456087625,-97.752661668
30.456087625,-97.752661668
30.236818025,-97.865064652
30.236818025,-97.865064652
30.246380339,-97.61867927
30.246380339,-97.61867927
30.236818025,-97.865064652
30.236818025,-97.865064652
30.236818025,-97.865064652
30.246380339,-97.61867927
30.246380339,-97.61867927
30.246380339,-97.61867927
30.394248528,-97.748269367
30.394248528,-97.748269367
30.394248528,-97.748269367
30.394248528,-97.748269367
30.394248528,-97.748269367
30.232157089,-97.799348397
30.232157089,-97.799348397
30.232157089,-97.799348397
30.232157089,-97.799348397
30.232157089,-97.799348397
30.371742438,-97.680569528
30.371742438,-97.680569528
30.371742438,-97.680569528
30.371742438,-97.680569528
30.371742438,-97.680569528
30.371742438,-97.680569528
30.354852742,-97.717129317
30.354852742,-97.717129317
30.354852742,-97.717129317
30.354852742,-97.717129317
30.354852742,-97.717129317
30.432938695,-97.778638907
30.432938695,-97.778638907
30.432938695,-97.778638907
30.432938695,-97.778638907
30.432938695,-97.778638907
30.432938695,-97.778638907
30.327098153,-97.739742482
30.333865504,-97.716843185
30.273111445,-97.697810947
30.273111445,-97.697810947
30.320418375,-97.696122854
30.320418375,-97.696122854
30.240670391,-97.786372286
30.325163472,-97.743305337
30.325163472,-97.743305337
30.325163472,-97.743305337
30.325163472,-97.743305337
30.325163472,-97.743305337
30.33107583,-97.715659792
30.33107583,-97.715659792
30.33107583,-97.715659792
30.33107583,-97.715659792
30.269663818,-97.748688798
30.279647188,-97.74190301
30.279647188,-97.74190301
30.279647188,-97.74190301
30.279647188,-97.74190301
30.279647188,-97.74190301
30.336465052,-97.739518939
30.336465052,-97.739518939
30.336465052,-97.739518939
30.336465052,-97.739518939
30.336465052,-97.739518939
30.333434551,-97.50898883
30.333434551,-97.50898883
30.333434551,-97.50898883
30.333434551,-97.50898883
30.233424555,-97.845761627
30.233424555,-97.845761627
30.475401432,-97.562070996
30.233424555,-97.845761627
30.475401432,-97.562070996
30.233424555,-97.845761627
30.475401432,-97.562070996
30.233424555,-97.845761627
30.233424555,-97.845761627
30.475401432,-97.562070996
30.475401432,-97.562070996
30.475401432,-97.562070996
30.16808334,-97.824988821
30.16808334,-97.824988821
30.16808334,-97.824988821
30.16808334,-97.824988821
30.16808334,-97.824988821
30.434464943,-97.768922807
30.434464943,-97.768922807
30.440703922,-97.775995572
30.440703922,-97.775995572
30.440703922,-97.775995572
30.440703922,-97.775995572
30.440703922,-97.775995572
30.215753161,-97.745211211
30.215753161,-97.745211211
30.215753161,-97.745211211
30.215753161,-97.745211211
30.215753161,-97.745211211
30.215753161,-97.745211211
30.433483724,-97.771792048
30.433483724,-97.771792048
30.433483724,-97.771792048
30.433483724,-97.771792048
30.190914574,-97.771938388
30.190914574,-97.771938388
30.190914574,-97.771938388
30.190914574,-97.771938388
30.190914574,-97.771938388
30.41968054,-97.752498242
30.41968054,-97.752498242
30.41968054,-97.752498242
30.41968054,-97.752498242
30.41968054,-97.752498242
30.424042141,-97.670105009
30.424042141,-97.670105009
30.424042141,-97.670105009
30.424042141,-97.670105009
30.424042141,-97.670105009
30.292741548,-97.740278594
30.292741548,-97.740278594
30.292741548,-97.740278594
30.292741548,-97.740278594
30.292741548,-97.740278594
30.292741548,-97.740278594
30.304866028,-97.726528114
30.304866028,-97.726528114
30.304866028,-97.726528114
30.304866028,-97.726528114
30.304866028,-97.726528114
30.304866028,-97.726528114
30.213365633,-97.793188769
30.229395026,-97.780862811
30.229395026,-97.780862811
30.229395026,-97.780862811
30.229395026,-97.780862811
30.268231532,-97.742790267
30.268231532,-97.742790267
30.268231532,-97.742790267
30.268231532,-97.742790267
30.268231532,-97.742790267
30.458647254,-97.694978638
30.45765514,-97.687842557
30.458647254,-97.694978638
30.458647254,-97.694978638
30.391990056,-97.756973704
30.232276882,-97.758656036
30.232276882,-97.758656036
30.232276882,-97.758656036
30.232276882,-97.758656036
30.232276882,-97.758656036
30.232276882,-97.758656036
30.326589997,-97.717472331
30.326589997,-97.717472331
30.326589997,-97.717472331
30.326589997,-97.717472331
30.326589997,-97.717472331
30.471842374,-97.803353075
30.471842374,-97.803353075
30.471842374,-97.803353075
30.471842374,-97.803353075
30.471842374,-97.803353075
30.471842374,-97.803353075
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.256282999,-97.810723796
30.258807019,-97.748066566
30.258807019,-97.748066566
30.258807019,-97.748066566
30.258807019,-97.748066566
30.258807019,-97.748066566
30.309570794,-97.666752343
